id,name,deepbias_detected,deep_label,prob_unif,prob_centre,prob_disc,prob_bounds,prob_gaps_clusters,status
46babf2e-c389-4bc6-a074-ff1fc5afdb54,PSODEOptimizer,True,disc,0.43532982,0.0128694,0.31157702,0.17371008,0.06651363,ok
5fb17cfa-85dd-43b8-9436-e38d8d2701c3,PSODEOptimizer,True,disc,0.4753155,0.010449817,0.24078469,0.17929891,0.094151065,ok
69a5bbc7-7db1-4709-847c-2d85cf1ca445,PSODEOptimizer,False,unif,0.6364018,0.004457454,0.1720477,0.11685576,0.070237376,ok
eae2a939-2aa9-4d7d-b9d2-9038d3becda4,PSODEOptimizer,False,unif,0.6720538,0.0028521002,0.21187262,0.027514061,0.085707374,ok
7099dd11-a02a-4390-aed1-e15a22118f13,PSODEOptimizer,True,disc,0.5693618,0.027695205,0.18980762,0.13118927,0.08194599,ok
8c379d8b-689d-4f05-b6ea-83050288b073,PSODEOptimizer,True,disc,0.5636718,0.04001334,0.22329417,0.093123585,0.079897106,ok
f277fa78-d824-49ef-95f7-5e2bc7a52b1e,PSODEOptimizer,False,unif,0.68079424,0.03000972,0.159723,0.06295705,0.066516,ok
52435cec-45f7-4097-b246-a1878067dc3b,PSODEOptimizer,True,disc,0.43532982,0.0128694,0.31157702,0.17371008,0.06651363,ok
187be94c-21eb-4e5e-ae51-cb7cf1ed2bb9,PSODEOptimizer,True,disc,0.4590386,0.007893009,0.254435,0.22196178,0.05667165,ok
c931e5bf-5236-4612-a4c2-f6db20435362,PSODEOptimizer,False,unif,0.70626825,0.0035408128,0.1697088,0.027337257,0.09314486,ok
817271d0-bce6-43a0-b517-1ea6737145d6,PSODEOptimizer,False,unif,0.6847733,0.003115113,0.18593831,0.02723739,0.09893582,ok
d496b927-839e-425f-bb45-45fd1da5e8c6,PSODEOptimizer,False,unif,0.6875309,0.0032212692,0.18410316,0.027582848,0.09756186,ok
86e1fc25-f94f-466f-875f-39068d5e6190,PSODEOptimizer,True,disc,0.60505307,0.0032678526,0.21106625,0.07908135,0.1015314,ok
78dabf51-2b8e-429a-a458-d4cb49a188f5,PSODEOptimizer,False,unif,0.56653076,0.03347684,0.2063446,0.120222345,0.07342546,ok
4cf64321-482a-4e82-8f1e-43200097cd82,PSODEOptimizer,False,unif,0.59430975,0.020969408,0.16329238,0.14170574,0.07972279,ok
83ea23b3-c644-4b25-ab1a-087772473b3e,PSODEOptimizer,True,disc,0.460227,0.0008938454,0.27282006,0.1989248,0.067134246,ok
36d4229d-1b8a-48f8-8528-ad7c240a492e,PSODEOptimizer,True,bounds,0.52327096,0.0019216044,0.14989081,0.27102768,0.05388888,ok
c6452feb-76d7-4af2-adbf-c4b6b53c60e8,PSODEOptimizer,True,bounds,0.51694894,0.0028266858,0.20840788,0.21345845,0.058358032,ok
833e5b19-874c-403c-a8fb-1760556e2eff,PSODEOptimizer,True,bounds,0.37384266,0.003988418,0.17214322,0.31962317,0.13040255,ok
14fe04e9-067a-4c0d-9c43-31fa183c6b0f,PSODEOptimizer,True,bounds,0.47440714,0.0010189933,0.21340886,0.26283973,0.048325226,ok
79807076-ab46-4185-8050-e07b7ee19b78,PSODEOptimizer,True,bounds,0.51694894,0.0028266858,0.20840788,0.21345845,0.058358032,ok
3a4ee92e-bd32-4727-9514-fad878ed5180,PSODEOptimizer,True,bounds,0.51694894,0.0028266858,0.20840788,0.21345845,0.058358032,ok
3dfe9a0e-7d22-4068-9965-84269733c7a2,PSODEOptimizer,True,bounds,0.48153743,0.0012482863,0.21671276,0.23857096,0.061930507,ok
c550dd8a-3b21-4b4f-8d93-4e030bf6f647,PSODEOptimizer,True,disc,0.64805996,0.00872277,0.18439251,0.117466316,0.041358415,ok
